"year","dataset_a","label_a","dataset_b","label_b","n_overlap","n_a","n_b","pct_of_a","pct_of_b"
"2007","PBCD","Cadmium, Lead & Total Mercury – Blood (2003-2009)","VOC_TTHM","VOCs – Trihalomethanes/MTBE/Nitromethane – Blood  [NEEDS_VALIDATION for 2007]",3415,9307,3415,36.7,100
"2007","IHGEM","Mercury: Inorganic, Ethyl & Methyl – Blood (2007-2017)","VOCWB","VOCs – Blood (full panel, all cycles)",3415,9307,3415,36.7,100
"2007","IHGEM","Mercury: Inorganic, Ethyl & Methyl – Blood (2007-2017)","VOC_TTHM","VOCs – Trihalomethanes/MTBE/Nitromethane – Blood  [NEEDS_VALIDATION for 2007]",3415,9307,3415,36.7,100
"2007","VOCWB","VOCs – Blood (full panel, all cycles)","VOCWB","VOCs – Blood (full panel, all cycles)",3415,3415,3415,100,100
"2007","VOCWB","VOCs – Blood (full panel, all cycles)","VOC_TTHM","VOCs – Trihalomethanes/MTBE/Nitromethane – Blood  [NEEDS_VALIDATION for 2007]",3415,3415,3415,100,100
"2007","VOCWB","VOCs – Blood (full panel, all cycles)","PERNT","Perchlorate, Nitrate & Thiocyanate – Urine (2005-2017)",3415,3415,8132,100,42
"2007","VOCWB","VOCs – Blood (full panel, all cycles)","ALB_CR","Albumin & Creatinine – Urine (all cycles)",3415,3415,8132,100,42
"2007","VOC_TTHM","VOCs – Trihalomethanes/MTBE/Nitromethane – Blood  [NEEDS_VALIDATION for 2007]","VOC_TTHM","VOCs – Trihalomethanes/MTBE/Nitromethane – Blood  [NEEDS_VALIDATION for 2007]",3415,3415,3415,100,100
"2007","VOC_TTHM","VOCs – Trihalomethanes/MTBE/Nitromethane – Blood  [NEEDS_VALIDATION for 2007]","PERNT","Perchlorate, Nitrate & Thiocyanate – Urine (2005-2017)",3415,3415,8132,100,42
"2007","VOC_TTHM","VOCs – Trihalomethanes/MTBE/Nitromethane – Blood  [NEEDS_VALIDATION for 2007]","ALB_CR","Albumin & Creatinine – Urine (all cycles)",3415,3415,8132,100,42
"2007","PBCD","Cadmium, Lead & Total Mercury – Blood (2003-2009)","UHG","Mercury: Inorganic – Urine (all cycles)",2720,9307,2720,29.2,100
"2007","IHGEM","Mercury: Inorganic, Ethyl & Methyl – Blood (2007-2017)","UHG","Mercury: Inorganic – Urine (all cycles)",2720,9307,2720,29.2,100
"2007","UHG","Mercury: Inorganic – Urine (all cycles)","UHG","Mercury: Inorganic – Urine (all cycles)",2720,2720,2720,100,100
"2007","UHG","Mercury: Inorganic – Urine (all cycles)","PERNT","Perchlorate, Nitrate & Thiocyanate – Urine (2005-2017)",2720,2720,8132,100,33.4
"2007","UHG","Mercury: Inorganic – Urine (all cycles)","ALB_CR","Albumin & Creatinine – Urine (all cycles)",2720,2720,8132,100,33.4
"2007","PBCD","Cadmium, Lead & Total Mercury – Blood (2003-2009)","PHTHTE","Phthalates & Plasticizers Metabolites – Urine (all cycles)",2718,9307,2718,29.2,100
"2007","PBCD","Cadmium, Lead & Total Mercury – Blood (2003-2009)","PP","Pesticides – Current Use / Priority Pesticides – Urine (2003-2007)  [NEEDS_VALIDATION for 2003]",2718,9307,2718,29.2,100
"2007","PBCD","Cadmium, Lead & Total Mercury – Blood (2003-2009)","PYRET_EARLY","Pyrethroids, Herbicides & OP Metabolites – Urine (2007-2009)",2718,9307,2718,29.2,100
"2007","PBCD","Cadmium, Lead & Total Mercury – Blood (2003-2009)","PAH","Polyaromatic Hydrocarbons (PAHs) – Urine (2003-2011)",2718,9307,2718,29.2,100
"2007","IHGEM","Mercury: Inorganic, Ethyl & Methyl – Blood (2007-2017)","PHTHTE","Phthalates & Plasticizers Metabolites – Urine (all cycles)",2718,9307,2718,29.2,100
"2007","IHGEM","Mercury: Inorganic, Ethyl & Methyl – Blood (2007-2017)","PP","Pesticides – Current Use / Priority Pesticides – Urine (2003-2007)  [NEEDS_VALIDATION for 2003]",2718,9307,2718,29.2,100
"2007","IHGEM","Mercury: Inorganic, Ethyl & Methyl – Blood (2007-2017)","PYRET_EARLY","Pyrethroids, Herbicides & OP Metabolites – Urine (2007-2009)",2718,9307,2718,29.2,100
"2007","IHGEM","Mercury: Inorganic, Ethyl & Methyl – Blood (2007-2017)","PAH","Polyaromatic Hydrocarbons (PAHs) – Urine (2003-2011)",2718,9307,2718,29.2,100
"2007","PHTHTE","Phthalates & Plasticizers Metabolites – Urine (all cycles)","PHTHTE","Phthalates & Plasticizers Metabolites – Urine (all cycles)",2718,2718,2718,100,100
"2007","PHTHTE","Phthalates & Plasticizers Metabolites – Urine (all cycles)","PERNT","Perchlorate, Nitrate & Thiocyanate – Urine (2005-2017)",2718,2718,8132,100,33.4
"2007","PHTHTE","Phthalates & Plasticizers Metabolites – Urine (all cycles)","PP","Pesticides – Current Use / Priority Pesticides – Urine (2003-2007)  [NEEDS_VALIDATION for 2003]",2718,2718,2718,100,100
"2007","PHTHTE","Phthalates & Plasticizers Metabolites – Urine (all cycles)","PYRET_EARLY","Pyrethroids, Herbicides & OP Metabolites – Urine (2007-2009)",2718,2718,2718,100,100
"2007","PHTHTE","Phthalates & Plasticizers Metabolites – Urine (all cycles)","PAH","Polyaromatic Hydrocarbons (PAHs) – Urine (2003-2011)",2718,2718,2718,100,100
"2007","PHTHTE","Phthalates & Plasticizers Metabolites – Urine (all cycles)","ALB_CR","Albumin & Creatinine – Urine (all cycles)",2718,2718,8132,100,33.4
"2007","PERNT","Perchlorate, Nitrate & Thiocyanate – Urine (2005-2017)","PP","Pesticides – Current Use / Priority Pesticides – Urine (2003-2007)  [NEEDS_VALIDATION for 2003]",2718,8132,2718,33.4,100
"2007","PERNT","Perchlorate, Nitrate & Thiocyanate – Urine (2005-2017)","PYRET_EARLY","Pyrethroids, Herbicides & OP Metabolites – Urine (2007-2009)",2718,8132,2718,33.4,100
"2007","PERNT","Perchlorate, Nitrate & Thiocyanate – Urine (2005-2017)","PAH","Polyaromatic Hydrocarbons (PAHs) – Urine (2003-2011)",2718,8132,2718,33.4,100
"2007","PP","Pesticides – Current Use / Priority Pesticides – Urine (2003-2007)  [NEEDS_VALIDATION for 2003]","PP","Pesticides – Current Use / Priority Pesticides – Urine (2003-2007)  [NEEDS_VALIDATION for 2003]",2718,2718,2718,100,100
"2007","PP","Pesticides – Current Use / Priority Pesticides – Urine (2003-2007)  [NEEDS_VALIDATION for 2003]","PYRET_EARLY","Pyrethroids, Herbicides & OP Metabolites – Urine (2007-2009)",2718,2718,2718,100,100
"2007","PP","Pesticides – Current Use / Priority Pesticides – Urine (2003-2007)  [NEEDS_VALIDATION for 2003]","PAH","Polyaromatic Hydrocarbons (PAHs) – Urine (2003-2011)",2718,2718,2718,100,100
"2007","PP","Pesticides – Current Use / Priority Pesticides – Urine (2003-2007)  [NEEDS_VALIDATION for 2003]","ALB_CR","Albumin & Creatinine – Urine (all cycles)",2718,2718,8132,100,33.4
"2007","PYRET_EARLY","Pyrethroids, Herbicides & OP Metabolites – Urine (2007-2009)","PYRET_EARLY","Pyrethroids, Herbicides & OP Metabolites – Urine (2007-2009)",2718,2718,2718,100,100
"2007","PYRET_EARLY","Pyrethroids, Herbicides & OP Metabolites – Urine (2007-2009)","PAH","Polyaromatic Hydrocarbons (PAHs) – Urine (2003-2011)",2718,2718,2718,100,100
"2007","PYRET_EARLY","Pyrethroids, Herbicides & OP Metabolites – Urine (2007-2009)","ALB_CR","Albumin & Creatinine – Urine (all cycles)",2718,2718,8132,100,33.4
"2007","PAH","Polyaromatic Hydrocarbons (PAHs) – Urine (2003-2011)","PAH","Polyaromatic Hydrocarbons (PAHs) – Urine (2003-2011)",2718,2718,2718,100,100
"2007","PAH","Polyaromatic Hydrocarbons (PAHs) – Urine (2003-2011)","ALB_CR","Albumin & Creatinine – Urine (all cycles)",2718,2718,8132,100,33.4
"2007","PBCD","Cadmium, Lead & Total Mercury – Blood (2003-2009)","OPD","Organophosphate Insecticides – Dialkyl Phosphate Metabolites – Urine",2694,9307,2694,28.9,100
"2007","PBCD","Cadmium, Lead & Total Mercury – Blood (2003-2009)","PEST","Pesticides – Environmental – Urine (2003-2011)  [NEEDS_VALIDATION: 2005-2011]",2694,9307,2694,28.9,100
"2007","PBCD","Cadmium, Lead & Total Mercury – Blood (2003-2009)","CARB","Pesticides – Carbamates & OP Metabolites – Urine (2005-2007)",2694,9307,2694,28.9,100
"2007","IHGEM","Mercury: Inorganic, Ethyl & Methyl – Blood (2007-2017)","OPD","Organophosphate Insecticides – Dialkyl Phosphate Metabolites – Urine",2694,9307,2694,28.9,100
"2007","IHGEM","Mercury: Inorganic, Ethyl & Methyl – Blood (2007-2017)","PEST","Pesticides – Environmental – Urine (2003-2011)  [NEEDS_VALIDATION: 2005-2011]",2694,9307,2694,28.9,100
"2007","IHGEM","Mercury: Inorganic, Ethyl & Methyl – Blood (2007-2017)","CARB","Pesticides – Carbamates & OP Metabolites – Urine (2005-2007)",2694,9307,2694,28.9,100
"2007","PERNT","Perchlorate, Nitrate & Thiocyanate – Urine (2005-2017)","OPD","Organophosphate Insecticides – Dialkyl Phosphate Metabolites – Urine",2694,8132,2694,33.1,100
"2007","PERNT","Perchlorate, Nitrate & Thiocyanate – Urine (2005-2017)","PEST","Pesticides – Environmental – Urine (2003-2011)  [NEEDS_VALIDATION: 2005-2011]",2694,8132,2694,33.1,100
"2007","PERNT","Perchlorate, Nitrate & Thiocyanate – Urine (2005-2017)","CARB","Pesticides – Carbamates & OP Metabolites – Urine (2005-2007)",2694,8132,2694,33.1,100
"2007","OPD","Organophosphate Insecticides – Dialkyl Phosphate Metabolites – Urine","OPD","Organophosphate Insecticides – Dialkyl Phosphate Metabolites – Urine",2694,2694,2694,100,100
"2007","OPD","Organophosphate Insecticides – Dialkyl Phosphate Metabolites – Urine","PEST","Pesticides – Environmental – Urine (2003-2011)  [NEEDS_VALIDATION: 2005-2011]",2694,2694,2694,100,100
"2007","OPD","Organophosphate Insecticides – Dialkyl Phosphate Metabolites – Urine","CARB","Pesticides – Carbamates & OP Metabolites – Urine (2005-2007)",2694,2694,2694,100,100
"2007","OPD","Organophosphate Insecticides – Dialkyl Phosphate Metabolites – Urine","ALB_CR","Albumin & Creatinine – Urine (all cycles)",2694,2694,8132,100,33.1
"2007","PEST","Pesticides – Environmental – Urine (2003-2011)  [NEEDS_VALIDATION: 2005-2011]","PEST","Pesticides – Environmental – Urine (2003-2011)  [NEEDS_VALIDATION: 2005-2011]",2694,2694,2694,100,100
"2007","PEST","Pesticides – Environmental – Urine (2003-2011)  [NEEDS_VALIDATION: 2005-2011]","CARB","Pesticides – Carbamates & OP Metabolites – Urine (2005-2007)",2694,2694,2694,100,100
"2007","PEST","Pesticides – Environmental – Urine (2003-2011)  [NEEDS_VALIDATION: 2005-2011]","ALB_CR","Albumin & Creatinine – Urine (all cycles)",2694,2694,8132,100,33.1
"2007","CARB","Pesticides – Carbamates & OP Metabolites – Urine (2005-2007)","CARB","Pesticides – Carbamates & OP Metabolites – Urine (2005-2007)",2694,2694,2694,100,100
"2007","CARB","Pesticides – Carbamates & OP Metabolites – Urine (2005-2007)","ALB_CR","Albumin & Creatinine – Urine (all cycles)",2694,2694,8132,100,33.1
"2007","UHG","Mercury: Inorganic – Urine (all cycles)","VOCWB","VOCs – Blood (full panel, all cycles)",2311,2720,3415,85,67.7
"2007","UHG","Mercury: Inorganic – Urine (all cycles)","VOC_TTHM","VOCs – Trihalomethanes/MTBE/Nitromethane – Blood  [NEEDS_VALIDATION for 2007]",2311,2720,3415,85,67.7
"2007","PBCD","Cadmium, Lead & Total Mercury – Blood (2003-2009)","PFC","Polyfluoroalkyl Chemicals – Serum (2003-2011, PFC series)",2294,9307,2294,24.6,100
"2007","IHGEM","Mercury: Inorganic, Ethyl & Methyl – Blood (2007-2017)","PFC","Polyfluoroalkyl Chemicals – Serum (2003-2011, PFC series)",2294,9307,2294,24.6,100
"2007","PFC","Polyfluoroalkyl Chemicals – Serum (2003-2011, PFC series)","PFC","Polyfluoroalkyl Chemicals – Serum (2003-2011, PFC series)",2294,2294,2294,100,100
"2007","PFC","Polyfluoroalkyl Chemicals – Serum (2003-2011, PFC series)","PERNT","Perchlorate, Nitrate & Thiocyanate – Urine (2005-2017)",2294,2294,8132,100,28.2
"2007","PFC","Polyfluoroalkyl Chemicals – Serum (2003-2011, PFC series)","OPD","Organophosphate Insecticides – Dialkyl Phosphate Metabolites – Urine",2294,2294,2694,100,85.2
"2007","PFC","Polyfluoroalkyl Chemicals – Serum (2003-2011, PFC series)","PEST","Pesticides – Environmental – Urine (2003-2011)  [NEEDS_VALIDATION: 2005-2011]",2294,2294,2694,100,85.2
"2007","PFC","Polyfluoroalkyl Chemicals – Serum (2003-2011, PFC series)","CARB","Pesticides – Carbamates & OP Metabolites – Urine (2005-2007)",2294,2294,2694,100,85.2
"2007","PFC","Polyfluoroalkyl Chemicals – Serum (2003-2011, PFC series)","ALB_CR","Albumin & Creatinine – Urine (all cycles)",2294,2294,8132,100,28.2
"2007","VOCWB","VOCs – Blood (full panel, all cycles)","PHTHTE","Phthalates & Plasticizers Metabolites – Urine (all cycles)",556,3415,2718,16.3,20.5
"2007","VOCWB","VOCs – Blood (full panel, all cycles)","PP","Pesticides – Current Use / Priority Pesticides – Urine (2003-2007)  [NEEDS_VALIDATION for 2003]",556,3415,2718,16.3,20.5
"2007","VOCWB","VOCs – Blood (full panel, all cycles)","PYRET_EARLY","Pyrethroids, Herbicides & OP Metabolites – Urine (2007-2009)",556,3415,2718,16.3,20.5
"2007","VOCWB","VOCs – Blood (full panel, all cycles)","PAH","Polyaromatic Hydrocarbons (PAHs) – Urine (2003-2011)",556,3415,2718,16.3,20.5
"2007","VOC_TTHM","VOCs – Trihalomethanes/MTBE/Nitromethane – Blood  [NEEDS_VALIDATION for 2007]","PHTHTE","Phthalates & Plasticizers Metabolites – Urine (all cycles)",556,3415,2718,16.3,20.5
"2007","VOC_TTHM","VOCs – Trihalomethanes/MTBE/Nitromethane – Blood  [NEEDS_VALIDATION for 2007]","PP","Pesticides – Current Use / Priority Pesticides – Urine (2003-2007)  [NEEDS_VALIDATION for 2003]",556,3415,2718,16.3,20.5
"2007","VOC_TTHM","VOCs – Trihalomethanes/MTBE/Nitromethane – Blood  [NEEDS_VALIDATION for 2007]","PYRET_EARLY","Pyrethroids, Herbicides & OP Metabolites – Urine (2007-2009)",556,3415,2718,16.3,20.5
"2007","VOC_TTHM","VOCs – Trihalomethanes/MTBE/Nitromethane – Blood  [NEEDS_VALIDATION for 2007]","PAH","Polyaromatic Hydrocarbons (PAHs) – Urine (2003-2011)",556,3415,2718,16.3,20.5
"2007","PFC","Polyfluoroalkyl Chemicals – Serum (2003-2011, PFC series)","VOCWB","VOCs – Blood (full panel, all cycles)",548,2294,3415,23.9,16
"2007","PFC","Polyfluoroalkyl Chemicals – Serum (2003-2011, PFC series)","VOC_TTHM","VOCs – Trihalomethanes/MTBE/Nitromethane – Blood  [NEEDS_VALIDATION for 2007]",548,2294,3415,23.9,16
"2007","VOCWB","VOCs – Blood (full panel, all cycles)","OPD","Organophosphate Insecticides – Dialkyl Phosphate Metabolites – Urine",548,3415,2694,16,20.3
"2007","VOCWB","VOCs – Blood (full panel, all cycles)","PEST","Pesticides – Environmental – Urine (2003-2011)  [NEEDS_VALIDATION: 2005-2011]",548,3415,2694,16,20.3
"2007","VOCWB","VOCs – Blood (full panel, all cycles)","CARB","Pesticides – Carbamates & OP Metabolites – Urine (2005-2007)",548,3415,2694,16,20.3
"2007","VOC_TTHM","VOCs – Trihalomethanes/MTBE/Nitromethane – Blood  [NEEDS_VALIDATION for 2007]","OPD","Organophosphate Insecticides – Dialkyl Phosphate Metabolites – Urine",548,3415,2694,16,20.3
"2007","VOC_TTHM","VOCs – Trihalomethanes/MTBE/Nitromethane – Blood  [NEEDS_VALIDATION for 2007]","PEST","Pesticides – Environmental – Urine (2003-2011)  [NEEDS_VALIDATION: 2005-2011]",548,3415,2694,16,20.3
"2007","VOC_TTHM","VOCs – Trihalomethanes/MTBE/Nitromethane – Blood  [NEEDS_VALIDATION for 2007]","CARB","Pesticides – Carbamates & OP Metabolites – Urine (2005-2007)",548,3415,2694,16,20.3
"2007","UHG","Mercury: Inorganic – Urine (all cycles)","PFC","Polyfluoroalkyl Chemicals – Serum (2003-2011, PFC series)",0,2720,2294,0,0
"2007","UHG","Mercury: Inorganic – Urine (all cycles)","PHTHTE","Phthalates & Plasticizers Metabolites – Urine (all cycles)",0,2720,2718,0,0
"2007","UHG","Mercury: Inorganic – Urine (all cycles)","OPD","Organophosphate Insecticides – Dialkyl Phosphate Metabolites – Urine",0,2720,2694,0,0
"2007","UHG","Mercury: Inorganic – Urine (all cycles)","PP","Pesticides – Current Use / Priority Pesticides – Urine (2003-2007)  [NEEDS_VALIDATION for 2003]",0,2720,2718,0,0
"2007","UHG","Mercury: Inorganic – Urine (all cycles)","PEST","Pesticides – Environmental – Urine (2003-2011)  [NEEDS_VALIDATION: 2005-2011]",0,2720,2694,0,0
"2007","UHG","Mercury: Inorganic – Urine (all cycles)","CARB","Pesticides – Carbamates & OP Metabolites – Urine (2005-2007)",0,2720,2694,0,0
"2007","UHG","Mercury: Inorganic – Urine (all cycles)","PYRET_EARLY","Pyrethroids, Herbicides & OP Metabolites – Urine (2007-2009)",0,2720,2718,0,0
"2007","UHG","Mercury: Inorganic – Urine (all cycles)","PAH","Polyaromatic Hydrocarbons (PAHs) – Urine (2003-2011)",0,2720,2718,0,0
"2007","PFC","Polyfluoroalkyl Chemicals – Serum (2003-2011, PFC series)","PHTHTE","Phthalates & Plasticizers Metabolites – Urine (all cycles)",0,2294,2718,0,0
"2007","PFC","Polyfluoroalkyl Chemicals – Serum (2003-2011, PFC series)","PP","Pesticides – Current Use / Priority Pesticides – Urine (2003-2007)  [NEEDS_VALIDATION for 2003]",0,2294,2718,0,0
"2007","PFC","Polyfluoroalkyl Chemicals – Serum (2003-2011, PFC series)","PYRET_EARLY","Pyrethroids, Herbicides & OP Metabolites – Urine (2007-2009)",0,2294,2718,0,0
"2007","PFC","Polyfluoroalkyl Chemicals – Serum (2003-2011, PFC series)","PAH","Polyaromatic Hydrocarbons (PAHs) – Urine (2003-2011)",0,2294,2718,0,0
"2007","PHTHTE","Phthalates & Plasticizers Metabolites – Urine (all cycles)","OPD","Organophosphate Insecticides – Dialkyl Phosphate Metabolites – Urine",0,2718,2694,0,0
"2007","PHTHTE","Phthalates & Plasticizers Metabolites – Urine (all cycles)","PEST","Pesticides – Environmental – Urine (2003-2011)  [NEEDS_VALIDATION: 2005-2011]",0,2718,2694,0,0
"2007","PHTHTE","Phthalates & Plasticizers Metabolites – Urine (all cycles)","CARB","Pesticides – Carbamates & OP Metabolites – Urine (2005-2007)",0,2718,2694,0,0
"2007","OPD","Organophosphate Insecticides – Dialkyl Phosphate Metabolites – Urine","PP","Pesticides – Current Use / Priority Pesticides – Urine (2003-2007)  [NEEDS_VALIDATION for 2003]",0,2694,2718,0,0
"2007","OPD","Organophosphate Insecticides – Dialkyl Phosphate Metabolites – Urine","PYRET_EARLY","Pyrethroids, Herbicides & OP Metabolites – Urine (2007-2009)",0,2694,2718,0,0
"2007","OPD","Organophosphate Insecticides – Dialkyl Phosphate Metabolites – Urine","PAH","Polyaromatic Hydrocarbons (PAHs) – Urine (2003-2011)",0,2694,2718,0,0
"2007","PP","Pesticides – Current Use / Priority Pesticides – Urine (2003-2007)  [NEEDS_VALIDATION for 2003]","PEST","Pesticides – Environmental – Urine (2003-2011)  [NEEDS_VALIDATION: 2005-2011]",0,2718,2694,0,0
"2007","PP","Pesticides – Current Use / Priority Pesticides – Urine (2003-2007)  [NEEDS_VALIDATION for 2003]","CARB","Pesticides – Carbamates & OP Metabolites – Urine (2005-2007)",0,2718,2694,0,0
"2007","PEST","Pesticides – Environmental – Urine (2003-2011)  [NEEDS_VALIDATION: 2005-2011]","PYRET_EARLY","Pyrethroids, Herbicides & OP Metabolites – Urine (2007-2009)",0,2694,2718,0,0
"2007","PEST","Pesticides – Environmental – Urine (2003-2011)  [NEEDS_VALIDATION: 2005-2011]","PAH","Polyaromatic Hydrocarbons (PAHs) – Urine (2003-2011)",0,2694,2718,0,0
"2007","CARB","Pesticides – Carbamates & OP Metabolites – Urine (2005-2007)","PYRET_EARLY","Pyrethroids, Herbicides & OP Metabolites – Urine (2007-2009)",0,2694,2718,0,0
"2007","CARB","Pesticides – Carbamates & OP Metabolites – Urine (2005-2007)","PAH","Polyaromatic Hydrocarbons (PAHs) – Urine (2003-2011)",0,2694,2718,0,0
"2009","PBCD","Cadmium, Lead & Total Mercury – Blood (2003-2009)","PBCD","Cadmium, Lead & Total Mercury – Blood (2003-2009)",9835,9835,9835,100,100
"2009","PBCD","Cadmium, Lead & Total Mercury – Blood (2003-2009)","IHGEM","Mercury: Inorganic, Ethyl & Methyl – Blood (2007-2017)",9835,9835,9835,100,100
"2009","IHGEM","Mercury: Inorganic, Ethyl & Methyl – Blood (2007-2017)","IHGEM","Mercury: Inorganic, Ethyl & Methyl – Blood (2007-2017)",9835,9835,9835,100,100
"2009","PBCD","Cadmium, Lead & Total Mercury – Blood (2003-2009)","ALB_CR","Albumin & Creatinine – Urine (all cycles)",8591,9835,8591,87.4,100
"2009","IHGEM","Mercury: Inorganic, Ethyl & Methyl – Blood (2007-2017)","ALB_CR","Albumin & Creatinine – Urine (all cycles)",8591,9835,8591,87.4,100
"2009","ALB_CR","Albumin & Creatinine – Urine (all cycles)","ALB_CR","Albumin & Creatinine – Urine (all cycles)",8591,8591,8591,100,100
"2009","PBCD","Cadmium, Lead & Total Mercury – Blood (2003-2009)","VOCWB","VOCs – Blood (full panel, all cycles)",3745,9835,3745,38.1,100
"2009","PBCD","Cadmium, Lead & Total Mercury – Blood (2003-2009)","VOC_TTHM","VOCs – Trihalomethanes/MTBE/Nitromethane – Blood  [NEEDS_VALIDATION for 2007]",3745,9835,3745,38.1,100
"2009","IHGEM","Mercury: Inorganic, Ethyl & Methyl – Blood (2007-2017)","VOCWB","VOCs – Blood (full panel, all cycles)",3745,9835,3745,38.1,100
"2009","IHGEM","Mercury: Inorganic, Ethyl & Methyl – Blood (2007-2017)","VOC_TTHM","VOCs – Trihalomethanes/MTBE/Nitromethane – Blood  [NEEDS_VALIDATION for 2007]",3745,9835,3745,38.1,100
"2009","VOCWB","VOCs – Blood (full panel, all cycles)","VOCWB","VOCs – Blood (full panel, all cycles)",3745,3745,3745,100,100
"2009","VOCWB","VOCs – Blood (full panel, all cycles)","VOC_TTHM","VOCs – Trihalomethanes/MTBE/Nitromethane – Blood  [NEEDS_VALIDATION for 2007]",3745,3745,3745,100,100
"2009","VOCWB","VOCs – Blood (full panel, all cycles)","ALB_CR","Albumin & Creatinine – Urine (all cycles)",3745,3745,8591,100,43.6
"2009","VOC_TTHM","VOCs – Trihalomethanes/MTBE/Nitromethane – Blood  [NEEDS_VALIDATION for 2007]","VOC_TTHM","VOCs – Trihalomethanes/MTBE/Nitromethane – Blood  [NEEDS_VALIDATION for 2007]",3745,3745,3745,100,100
"2009","VOC_TTHM","VOCs – Trihalomethanes/MTBE/Nitromethane – Blood  [NEEDS_VALIDATION for 2007]","ALB_CR","Albumin & Creatinine – Urine (all cycles)",3745,3745,8591,100,43.6
"2009","PBCD","Cadmium, Lead & Total Mercury – Blood (2003-2009)","UHG","Mercury: Inorganic – Urine (all cycles)",2941,9835,2941,29.9,100
"2009","PBCD","Cadmium, Lead & Total Mercury – Blood (2003-2009)","PERNT","Perchlorate, Nitrate & Thiocyanate – Urine (2005-2017)",2941,9835,2941,29.9,100
"2009","IHGEM","Mercury: Inorganic, Ethyl & Methyl – Blood (2007-2017)","UHG","Mercury: Inorganic – Urine (all cycles)",2941,9835,2941,29.9,100
"2009","IHGEM","Mercury: Inorganic, Ethyl & Methyl – Blood (2007-2017)","PERNT","Perchlorate, Nitrate & Thiocyanate – Urine (2005-2017)",2941,9835,2941,29.9,100
"2009","UHG","Mercury: Inorganic – Urine (all cycles)","UHG","Mercury: Inorganic – Urine (all cycles)",2941,2941,2941,100,100
"2009","UHG","Mercury: Inorganic – Urine (all cycles)","PERNT","Perchlorate, Nitrate & Thiocyanate – Urine (2005-2017)",2941,2941,2941,100,100
"2009","UHG","Mercury: Inorganic – Urine (all cycles)","ALB_CR","Albumin & Creatinine – Urine (all cycles)",2941,2941,8591,100,34.2
"2009","PERNT","Perchlorate, Nitrate & Thiocyanate – Urine (2005-2017)","PERNT","Perchlorate, Nitrate & Thiocyanate – Urine (2005-2017)",2941,2941,2941,100,100
"2009","PERNT","Perchlorate, Nitrate & Thiocyanate – Urine (2005-2017)","ALB_CR","Albumin & Creatinine – Urine (all cycles)",2941,2941,8591,100,34.2
"2009","PBCD","Cadmium, Lead & Total Mercury – Blood (2003-2009)","PHTHTE","Phthalates & Plasticizers Metabolites – Urine (all cycles)",2819,9835,2819,28.7,100
"2009","PBCD","Cadmium, Lead & Total Mercury – Blood (2003-2009)","PEST","Pesticides – Environmental – Urine (2003-2011)  [NEEDS_VALIDATION: 2005-2011]",2819,9835,2819,28.7,100
"2009","PBCD","Cadmium, Lead & Total Mercury – Blood (2003-2009)","PYRET_EARLY","Pyrethroids, Herbicides & OP Metabolites – Urine (2007-2009)",2819,9835,2819,28.7,100
"2009","PBCD","Cadmium, Lead & Total Mercury – Blood (2003-2009)","PAH","Polyaromatic Hydrocarbons (PAHs) – Urine (2003-2011)",2819,9835,2819,28.7,100
"2009","IHGEM","Mercury: Inorganic, Ethyl & Methyl – Blood (2007-2017)","PHTHTE","Phthalates & Plasticizers Metabolites – Urine (all cycles)",2819,9835,2819,28.7,100
"2009","IHGEM","Mercury: Inorganic, Ethyl & Methyl – Blood (2007-2017)","PEST","Pesticides – Environmental – Urine (2003-2011)  [NEEDS_VALIDATION: 2005-2011]",2819,9835,2819,28.7,100
"2009","IHGEM","Mercury: Inorganic, Ethyl & Methyl – Blood (2007-2017)","PYRET_EARLY","Pyrethroids, Herbicides & OP Metabolites – Urine (2007-2009)",2819,9835,2819,28.7,100
"2009","IHGEM","Mercury: Inorganic, Ethyl & Methyl – Blood (2007-2017)","PAH","Polyaromatic Hydrocarbons (PAHs) – Urine (2003-2011)",2819,9835,2819,28.7,100
"2009","PHTHTE","Phthalates & Plasticizers Metabolites – Urine (all cycles)","PHTHTE","Phthalates & Plasticizers Metabolites – Urine (all cycles)",2819,2819,2819,100,100
"2009","PHTHTE","Phthalates & Plasticizers Metabolites – Urine (all cycles)","PEST","Pesticides – Environmental – Urine (2003-2011)  [NEEDS_VALIDATION: 2005-2011]",2819,2819,2819,100,100
"2009","PHTHTE","Phthalates & Plasticizers Metabolites – Urine (all cycles)","PYRET_EARLY","Pyrethroids, Herbicides & OP Metabolites – Urine (2007-2009)",2819,2819,2819,100,100
"2009","PHTHTE","Phthalates & Plasticizers Metabolites – Urine (all cycles)","PAH","Polyaromatic Hydrocarbons (PAHs) – Urine (2003-2011)",2819,2819,2819,100,100
"2009","PHTHTE","Phthalates & Plasticizers Metabolites – Urine (all cycles)","ALB_CR","Albumin & Creatinine – Urine (all cycles)",2819,2819,8591,100,32.8
"2009","PEST","Pesticides – Environmental – Urine (2003-2011)  [NEEDS_VALIDATION: 2005-2011]","PEST","Pesticides – Environmental – Urine (2003-2011)  [NEEDS_VALIDATION: 2005-2011]",2819,2819,2819,100,100
"2009","PEST","Pesticides – Environmental – Urine (2003-2011)  [NEEDS_VALIDATION: 2005-2011]","PYRET_EARLY","Pyrethroids, Herbicides & OP Metabolites – Urine (2007-2009)",2819,2819,2819,100,100
